0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.992951774597167969e+01,-1.884830832481384277e+00,1.279907226562500000e-01
-2.004388999938964844e+01,-1.895810127258300781e+00,1.285552978515625000e-01
-2.015838241577148438e+01,-1.906615257263183594e+00,1.294174194335937500e-01
-2.027250862121582031e+01,-1.917345523834228516e+00,1.298828125000000000e-01
-2.038685989379882812e+01,-1.928389668464660645e+00,1.305313110351562500e-01
-2.050133514404296875e+01,-1.939313173294067383e+00,1.312561035156250000e-01
-2.061547851562500000e+01,-1.950120687484741211e+00,1.317977905273437500e-01
-2.072986793518066406e+01,-1.961164712905883789e+00,1.324844360351562500e-01
-2.084426498413085938e+01,-1.972235083580017090e+00,1.332168579101562500e-01
-2.095841217041015625e+01,-1.983094811439514160e+00,1.337661743164062500e-01
-2.107281303405761719e+01,-1.994080662727355957e+00,1.343994140625000000e-01
-2.118722724914550781e+01,-2.005219936370849609e+00,1.352157592773437500e-01
-2.130140876770019531e+01,-2.016159057617187500e+00,1.354217529296875000e-01
-2.141577529907226562e+01,-2.027197122573852539e+00,1.360473632812500000e-01
-2.153023910522460938e+01,-2.038211107254028320e+00,1.368103027343750000e-01
-2.164443969726562500e+01,-2.049142122268676758e+00,1.370162963867187500e-01
-2.175885581970214844e+01,-2.060091972351074219e+00,1.376342773437500000e-01
-2.187326240539550781e+01,-2.071153640747070312e+00,1.383972167968750000e-01
-2.198747825622558594e+01,-2.082052469253540039e+00,1.386260986328125000e-01
-2.210186576843261719e+01,-2.093015909194946289e+00,1.392517089843750000e-01
-2.221636772155761719e+01,-2.103959798812866211e+00,1.400375366210937500e-01
-2.233064651489257812e+01,-2.114898204803466797e+00,1.404266357421875000e-01
-2.244502258300781250e+01,-2.125909805297851562e+00,1.410827636718750000e-01
-2.255951118469238281e+01,-2.136845350265502930e+00,1.418533325195312500e-01
-2.267381477355957031e+01,-2.147786855697631836e+00,1.423034667968750000e-01
-2.278822708129882812e+01,-2.158832788467407227e+00,1.429672241210937500e-01
-2.290266418457031250e+01,-2.169846057891845703e+00,1.437149047851562500e-01
-2.301696777343750000e+01,-2.180759668350219727e+00,1.438140869140625000e-01
-2.313142204284667969e+01,-2.191815614700317383e+00,1.444854736328125000e-01
-2.324580574035644531e+01,-2.202874898910522461e+00,1.452178955078125000e-01
-2.336009407043457031e+01,-2.213842153549194336e+00,1.453094482421875000e-01
-2.347452926635742188e+01,-2.224921941757202148e+00,1.459732055664062500e-01
-2.358894157409667969e+01,-2.235966682434082031e+00,1.466445922851562500e-01
-2.370323371887207031e+01,-2.246918678283691406e+00,1.467514038085937500e-01
-2.381768608093261719e+01,-2.257997512817382812e+00,1.474761962890625000e-01
-2.393208312988281250e+01,-2.269081592559814453e+00,1.480178833007812500e-01
-2.404640960693359375e+01,-2.280087947845458984e+00,1.480560302734375000e-01
-2.416086387634277344e+01,-2.291192054748535156e+00,1.487731933593750000e-01
-2.427529144287109375e+01,-2.302279949188232422e+00,1.493759155273437500e-01
-2.438961410522460938e+01,-2.313319921493530273e+00,1.494140625000000000e-01
-2.450401306152343750e+01,-2.324385404586791992e+00,1.501007080078125000e-01
-2.461848640441894531e+01,-2.335527181625366211e+00,1.507644653320312500e-01
-2.473279571533203125e+01,-2.346568822860717773e+00,1.508026123046875000e-01
-2.484719085693359375e+01,-2.357710599899291992e+00,1.514739990234375000e-01
-2.496162605285644531e+01,-2.368768215179443359e+00,1.520919799804687500e-01
-2.507592201232910156e+01,-2.379852056503295898e+00,1.520996093750000000e-01
-2.519030570983886719e+01,-2.390983581542968750e+00,1.526641845703125000e-01
-2.530475997924804688e+01,-2.402117490768432617e+00,1.532821655273437500e-01
-2.541907691955566406e+01,-2.413223028182983398e+00,1.532745361328125000e-01
-2.553345489501953125e+01,-2.424429893493652344e+00,1.537628173828125000e-01
-2.564789199829101562e+01,-2.435544013977050781e+00,1.543426513671875000e-01
-2.576208686828613281e+01,-2.446805477142333984e+00,1.541442871093750000e-01
-2.587647819519042969e+01,-2.458016157150268555e+00,1.545639038085937500e-01
-2.599089622497558594e+01,-2.469179630279541016e+00,1.551132202148437500e-01
-2.610511779785156250e+01,-2.480414867401123047e+00,1.549606323242187500e-01
-2.621956634521484375e+01,-2.491699218750000000e+00,1.554718017578125000e-01
-2.633392524719238281e+01,-2.502873420715332031e+00,1.559295654296875000e-01
-2.644814300537109375e+01,-2.514130115509033203e+00,1.558685302734375000e-01
-2.656261634826660156e+01,-2.525358676910400391e+00,1.564865112304687500e-01
-2.667699050903320312e+01,-2.536701679229736328e+00,1.569595336914062500e-01
-2.679124069213867188e+01,-2.548012733459472656e+00,1.569595336914062500e-01
-2.690569877624511719e+01,-2.559224843978881836e+00,1.576995849609375000e-01
-2.702011489868164062e+01,-2.570484876632690430e+00,1.582717895507812500e-01
-2.713448905944824219e+01,-2.581739425659179688e+00,1.584014892578125000e-01
-2.724898147583007812e+01,-2.593084096908569336e+00,1.592102050781250000e-01
